film_id	title	description	release_year	language_id	rental_duration	rental_rate	length	replacement_cost	rating	last_update	special_features	fulltext
68	Betrayed Rear	A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank	2006	1	5	0.499e1	122	0.2699e2	NC-17	2013-05-26 14:50:58 +0000	{Commentaries,"Deleted Scenes","Behind the Scenes"}	betray':1 'boat':9 'charact':5 'emot':4 'explor':17 'find':15 'must':14 'pioneer':12 'rear':2 'shark':20 'studi':6 'tank':21
69	Beverly Outlaw	A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station	2006	1	3	0.299e1	85	0.2199e2	R	2013-05-26 14:50:58 +0000	{Trailers}	bever':1 'boat':11 'defeat':14 'documentari':5 'fanci':4 'first':19 'madman':16 'man':20 'must':13 'outlaw':2 'space':21 'station':22 'woman':8
70	Bikini Borrowers	A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station	2006	1	7	0.499e1	142	0.2699e2	NC-17	2013-05-26 14:50:58 +0000	{Commentaries,"Deleted Scenes"}	astound':4 'astronaut':8 'bikini':1 'borrow':2 'cat':11 'discov':14 'drama':5 'first':19 'man':20 'must':13 'space':21 'station':22 'woman':16
71	Bilko Anonymous	A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station	2006	1	3	0.499e1	100	0.2599e2	PG-13	2013-05-26 14:50:58 +0000	{Commentaries,"Deleted Scenes","Behind the Scenes"}	anonym':2 'bilko':1 'cat':16 'emot':4 'first':19 'man':11,20 'meet':14 'must':13 'reflect':5 'space':21 'station':22 'teacher':8
72	Bill Others	A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention	2006	1	6	0.299e1	93	0.1299e2	PG	2013-05-26 14:50:58 +0000	{Trailers,Commentaries}	bill':1 'challeng':16 'convent':22 'forens':12 'mad':8 'must':15 'mysql':21 'other':2 'psychologist':13 'saga':5 'scientist':9 'squirrel':18 'stun':4
73	Bingo Talented	A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria	2006	1	5	0.299e1	150	0.2299e2	PG-13	2013-05-26 14:50:58 +0000	{Trailers,Commentaries}	bingo':1 'crocodil':11 'discov':14 'girl':8 'must':13 'nigeria':18 'tale':5 'talent':2 'touch':4 'waitress':16
74	Birch Antitrust	A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon	2006	1	4	0.499e1	162	0.1899e2	PG	2013-05-26 14:50:58 +0000	{Trailers,Commentaries,"Deleted Scenes"}	antitrust':2 'baloon':19 'birch':1 'dog':16 'fanci':4 'husband':8 'must':13 'outgun':14 'panorama':5 'pioneer':11
75	Bird Independence	A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies	2006	1	6	0.499e1	163	0.1499e2	G	2013-05-26 14:50:58 +0000	{Commentaries,"Behind the Scenes"}	bird':1 'canadian':19 'car':8 'documentari':5 'hunter':16 'independ':2 'must':13 'rocki':20 'sink':14 'student':11 'thrill':4
76	Birdcage Casper	A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India	2006	1	4	0.99e0	103	0.2399e2	NC-17	2013-05-26 14:50:58 +0000	{Commentaries,"Deleted Scenes","Behind the Scenes"}	ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7
77	Birds Perdition	A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California	2006	1	5	0.499e1	61	0.1599e2	G	2013-05-26 14:50:58 +0000	{Trailers,"Behind the Scenes"}	bird':1 'bore':4 'california':18 'dog':16 'face':14 'must':13 'perdit':2 'pioneer':11 'stori':5 'woman':8
78	Blackout Private	A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan	2006	1	7	0.299e1	85	0.1299e2	PG	2013-05-26 14:50:58 +0000	{Trailers,"Deleted Scenes"}	agent':19 'ancient':21 'blackout':1 'challeng':16 'chef':9 'intrepid':4 'japan':22 'mad':12 'must':15 'pastri':8 'privat':2 'scientist':13 'secret':18 'yarn':5
79	Blade Polish	A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station	2006	1	5	0.99e0	114	0.1099e2	PG-13	2013-05-26 14:50:58 +0000	{Trailers,"Behind the Scenes"}	blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4
80	Blanket Beverly	A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria	2006	1	7	0.299e1	148	0.2199e2	G	2013-05-26 14:50:58 +0000	{Trailers}	bever':2 'blanket':1 'boat':16 'build':14 'documentari':5 'emot':4 'girl':11 'must':13 'nigeria':18 'student':8
81	Blindness Gun	A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat	2006	1	6	0.499e1	103	0.2999e2	PG-13	2013-05-26 14:50:58 +0000	{Trailers,"Behind the Scenes"}	blind':1 'boat':20 'dentist':11 'drama':5 'gun':2 'hunter':16 'jet':19 'meet':14 'must':13 'robot':8 'touch':4
82	Blood Argonauts	A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse	2006	1	3	0.99e0	71	0.1399e2	G	2013-05-26 14:50:58 +0000	{Trailers,Commentaries,"Behind the Scenes"}	argonaut':2 'blood':1 'bore':4 'drama':5 'explor':8 'kill':14 'lumberjack':16 'man':11 'manhattan':19 'must':13 'penthous':20
83	Blues Instinct	A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House	2006	1	5	0.299e1	50	0.1899e2	G	2013-05-26 14:50:58 +0000	{Trailers,"Deleted Scenes","Behind the Scenes"}	abandon':20 'blue':1 'boat':8 'compos':11 'documentari':5 'forens':16 'fun':21 'hous':22 'insight':4 'instinct':2 'meet':14 'must':13 'psychologist':17
84	Boiled Dares	A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan	2006	1	7	0.499e1	102	0.1399e2	PG	2013-05-26 14:50:58 +0000	{Trailers,Commentaries}	ancient':20 'awe':5 'awe-inspir':4 'boil':1 'dare':2 'dentist':18 'discov':16 'dog':13 'inspir':6 'japan':21 'must':15 'stori':7 'waitress':10
85	Bonnie Holocaust	A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan	2006	1	4	0.99e0	63	0.2999e2	G	2013-05-26 14:50:58 +0000	{"Deleted Scenes"}	ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7
86	Boogie Amelie	A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico	2006	1	6	0.499e1	121	0.1199e2	R	2013-05-26 14:50:58 +0000	{Commentaries,"Behind the Scenes"}	ameli':2 'boogi':1 'charact':5 'gulf':22 'husband':9 'lacklustur':4 'mexico':24 'must':15 'studi':6 'succumb':16 'sumo':12 'technic':18 'wrestler':13 'writer':19
87	Boondock Ballroom	A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico	2006	1	7	0.99e0	76	0.1499e2	NC-17	2013-05-26 14:50:58 +0000	{"Behind the Scenes"}	ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5
88	Born Spinal	A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria	2006	1	7	0.499e1	179	0.1799e2	PG	2013-05-26 14:50:58 +0000	{Trailers,Commentaries,"Deleted Scenes"}	born':1 'epistl':5 'frisbe':8 'husband':11 'must':13 'nigeria':18 'pursu':14 'spinal':2 'student':16 'touch':4
89	Borrowers Bedazzled	A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House	2006	1	7	0.99e0	63	0.2299e2	G	2013-05-26 14:50:58 +0000	{Commentaries,"Deleted Scenes","Behind the Scenes"}	abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12
90	Boulevard Mob	A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China	2006	1	3	0.99e0	63	0.1199e2	R	2013-05-26 14:50:58 +0000	{Trailers}	ancient':18 'boulevard':1 'china':19 'confront':14 'epistl':5 'fate':4 'lumberjack':16 'mob':2 'monkey':11 'moos':8 'must':13
91	Bound Cheaper	A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon	2006	1	5	0.99e0	98	0.1799e2	PG	2013-05-26 14:50:58 +0000	{"Behind the Scenes"}	administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4
92	Bowfinger Gables	A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California	2006	1	7	0.499e1	72	0.1999e2	NC-17	2013-05-26 14:50:58 +0000	{Trailers,"Deleted Scenes"}	bowfing':1 'california':20 'compos':13 'dentist':18 'fast':5 'fast-pac':4 'gabl':2 'must':15 'outgun':16 'pace':6 'waitress':10 'yarn':7
93	Brannigan Sunrise	A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin	2006	1	4	0.499e1	121	0.2799e2	PG	2013-05-26 14:50:58 +0000	{Trailers}	amaz':4 'berlin':18 'brannigan':1 'crocodil':11 'dog':16 'epistl':5 'moos':8 'must':13 'outrac':14 'sunris':2
94	Braveheart Human	A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin	2006	1	7	0.299e1	176	0.1499e2	PG-13	2013-05-26 14:50:58 +0000	{Trailers,"Deleted Scenes"}	battl':15 'berlin':19 'braveheart':1 'chef':12 'dog':8 'girl':17 'human':2 'insight':4 'must':14 'pastri':11 'stori':5
